example_id,pair_id,case_id,dataset,assigned_split,judgment_hash,chunk_index,total_chunks,input_tokens,target_tokens,total_tokens,alignment_mean_similarity,alignment_min_similarity,aligned_summary_sentences,target_truncated
IN-Abs:4072:reference:chunk-0002,IN-Abs:4072:reference,4072,IN-Abs,train,5864d7f081d5ef7ca55904920497d65ec692dfdeeb46c8a9f0c877c69c38fa74,2,6,2769,1000,3839,0.6083938492669,0.24945148825645447,45,True
IN-Abs:4072:reference:chunk-0003,IN-Abs:4072:reference,4072,IN-Abs,train,5864d7f081d5ef7ca55904920497d65ec692dfdeeb46c8a9f0c877c69c38fa74,3,6,2757,996,3823,0.5371376417185131,0.23476630449295044,38,True
IN-Abs:4072:reference:chunk-0004,IN-Abs:4072:reference,4072,IN-Abs,train,5864d7f081d5ef7ca55904920497d65ec692dfdeeb46c8a9f0c877c69c38fa74,4,6,2772,384,3226,0.5386446966574743,0.2224273383617401,13,False
IN-Abs:4073:reference:chunk-0000,IN-Abs:4073:reference,4073,IN-Abs,train,2f40615794909fb1b27cdeb54d05d3494664768bae9730597da1382ea7a301f9,0,1,1473,663,2206,0.5325751319527626,0.20696589350700378,20,False
IN-Abs:4074:reference:chunk-0000,IN-Abs:4074:reference,4074,IN-Abs,train,c4a9a12bf446763e465abffb066c75c8c585fbe35aef35dd68ce53b8bbdc8312,0,3,2800,260,3130,0.6386734768748283,0.5069924592971802,8,False
IN-Abs:4074:reference:chunk-0001,IN-Abs:4074:reference,4074,IN-Abs,train,c4a9a12bf446763e465abffb066c75c8c585fbe35aef35dd68ce53b8bbdc8312,1,3,2792,998,3860,0.6512383948201719,0.2600277066230774,23,True
IN-Abs:4074:reference:chunk-0002,IN-Abs:4074:reference,4074,IN-Abs,train,c4a9a12bf446763e465abffb066c75c8c585fbe35aef35dd68ce53b8bbdc8312,2,3,218,133,421,0.662579079469045,0.28576594591140747,3,False
IN-Abs:4075:reference:chunk-0000,IN-Abs:4075:reference,4075,IN-Abs,train,29c7c5a72f544664f3d97dea4c27e1d448dfe9893818f1b5b358a1f385ba245d,0,4,2780,561,3411,0.6764395259893857,0.24965736269950867,13,False
IN-Abs:4075:reference:chunk-0001,IN-Abs:4075:reference,4075,IN-Abs,train,29c7c5a72f544664f3d97dea4c27e1d448dfe9893818f1b5b358a1f385ba245d,1,4,2779,674,3523,0.5862156717400802,0.27099037170410156,19,False
IN-Abs:4075:reference:chunk-0002,IN-Abs:4075:reference,4075,IN-Abs,train,29c7c5a72f544664f3d97dea4c27e1d448dfe9893818f1b5b358a1f385ba245d,2,4,2769,998,3837,0.5849806677836639,0.2255319207906723,39,True
IN-Abs:4076:reference:chunk-0000,IN-Abs:4076:reference,4076,IN-Abs,train,b319299a8b6636880f4fc88746a42febf1103b607915f8b5d2107d73264e37e4,0,3,2786,222,3078,0.4380559608340263,0.21675434708595276,10,False
IN-Abs:4076:reference:chunk-0001,IN-Abs:4076:reference,4076,IN-Abs,train,b319299a8b6636880f4fc88746a42febf1103b607915f8b5d2107d73264e37e4,1,3,2799,555,3424,0.6072056801880107,0.41602855920791626,17,False
IN-Abs:4076:reference:chunk-0002,IN-Abs:4076:reference,4076,IN-Abs,train,b319299a8b6636880f4fc88746a42febf1103b607915f8b5d2107d73264e37e4,2,3,2409,348,2827,0.5556466817855835,0.31418365240097046,10,False
IN-Abs:4077:reference:chunk-0000,IN-Abs:4077:reference,4077,IN-Abs,train,cc556d49ceda6c19ae18a58f88fb3001db38ee712fa24c65692aaa506110db34,0,1,759,144,973,0.6515838027000427,0.26042479276657104,5,False
IN-Abs:4078:reference:chunk-0000,IN-Abs:4078:reference,4078,IN-Abs,train,3e530f7a0c7750c57c4484a3bed82c3f1b8e05c99f59336b9014020d126761b4,0,1,2006,785,2861,0.6497606251920972,0.4291006028652191,21,False
IN-Abs:4079:reference:chunk-0000,IN-Abs:4079:reference,4079,IN-Abs,train,8fcd3b4f14efcb2387674eb6083d73d6495e7616283bca6a1a985c80ed824528,0,3,2731,377,3178,0.5688362628221512,0.22763921320438385,10,False
IN-Abs:4079:reference:chunk-0001,IN-Abs:4079:reference,4079,IN-Abs,train,8fcd3b4f14efcb2387674eb6083d73d6495e7616283bca6a1a985c80ed824528,1,3,2788,736,3594,0.6272493756630204,0.2438889592885971,22,False
IN-Abs:4079:reference:chunk-0002,IN-Abs:4079:reference,4079,IN-Abs,train,8fcd3b4f14efcb2387674eb6083d73d6495e7616283bca6a1a985c80ed824528,2,3,661,57,788,0.64210444688797,0.5975589752197266,2,False
IN-Abs:408:reference:chunk-0000,IN-Abs:408:reference,408,IN-Abs,train,e86c2f67ba50490d57c97f59426b9c1140f39905fb91ad847b98749953909d49,0,3,2792,36,2898,0.5335309505462646,0.5335309505462646,1,False
IN-Abs:408:reference:chunk-0001,IN-Abs:408:reference,408,IN-Abs,train,e86c2f67ba50490d57c97f59426b9c1140f39905fb91ad847b98749953909d49,1,3,2754,123,2947,0.6065176129341125,0.5458951592445374,2,False
IN-Abs:408:reference:chunk-0002,IN-Abs:408:reference,408,IN-Abs,train,e86c2f67ba50490d57c97f59426b9c1140f39905fb91ad847b98749953909d49,2,3,1272,161,1503,0.5778688192367554,0.5044589042663574,4,False
IN-Abs:4080:reference:chunk-0000,IN-Abs:4080:reference,4080,IN-Abs,train,c077d09e540f60855df78321189ab7521a392fff443807665aba7dc783d02eba,0,2,2793,729,3592,0.45709846865746284,0.22553656995296478,31,False
IN-Abs:4080:reference:chunk-0001,IN-Abs:4080:reference,4080,IN-Abs,train,c077d09e540f60855df78321189ab7521a392fff443807665aba7dc783d02eba,1,2,2017,998,3085,0.5908494485276086,0.27245602011680603,42,True
IN-Abs:4081:reference:chunk-0000,IN-Abs:4081:reference,4081,IN-Abs,train,6f37329064d8362e171c90105786b28a30525ba1ecce10e90cfc9298c89c9c69,0,3,2773,988,3831,0.673661028345426,0.3012601137161255,18,True
IN-Abs:4081:reference:chunk-0001,IN-Abs:4081:reference,4081,IN-Abs,train,6f37329064d8362e171c90105786b28a30525ba1ecce10e90cfc9298c89c9c69,1,3,2762,644,3476,0.5582356169110253,0.3006375730037689,21,False
IN-Abs:4081:reference:chunk-0002,IN-Abs:4081:reference,4081,IN-Abs,train,6f37329064d8362e171c90105786b28a30525ba1ecce10e90cfc9298c89c9c69,2,3,2422,906,3398,0.6259006200165584,0.2775810956954956,29,False
IN-Abs:4082:reference:chunk-0000,IN-Abs:4082:reference,4082,IN-Abs,train,8c2940164ef3d9d41c6640a356c661b4639bfe9c230439c4052e5fba56ac1f35,0,4,2746,996,3812,0.5867144023549968,0.25793176889419556,29,False
IN-Abs:4082:reference:chunk-0001,IN-Abs:4082:reference,4082,IN-Abs,train,8c2940164ef3d9d41c6640a356c661b4639bfe9c230439c4052e5fba56ac1f35,1,4,2760,989,3819,0.5317913997789909,0.2231142669916153,29,False
IN-Abs:4082:reference:chunk-0002,IN-Abs:4082:reference,4082,IN-Abs,train,8c2940164ef3d9d41c6640a356c661b4639bfe9c230439c4052e5fba56ac1f35,2,4,2760,254,3084,0.6284617441041129,0.38686174154281616,7,False
IN-Abs:4082:reference:chunk-0003,IN-Abs:4082:reference,4082,IN-Abs,train,8c2940164ef3d9d41c6640a356c661b4639bfe9c230439c4052e5fba56ac1f35,3,4,1913,167,2150,0.6062336649213519,0.3999204635620117,7,False
IN-Abs:4083:reference:chunk-0000,IN-Abs:4083:reference,4083,IN-Abs,train,106c547f0343d4df71749a0573cfe6ca4bb67792cb7402908ef44bd1898223c5,0,2,2723,530,3323,0.6122880119543809,0.3439713418483734,13,False
IN-Abs:4083:reference:chunk-0001,IN-Abs:4083:reference,4083,IN-Abs,train,106c547f0343d4df71749a0573cfe6ca4bb67792cb7402908ef44bd1898223c5,1,2,2549,451,3070,0.5726666515693069,0.2095542699098587,16,False
IN-Abs:4085:reference:chunk-0000,IN-Abs:4085:reference,4085,IN-Abs,train,7b96ad3af6d1d4fffc86c046d9be295ffc76404b7396d502c76edd46f7928372,0,2,2745,1000,3815,0.6261109555921247,0.2896687090396881,31,True
IN-Abs:4085:reference:chunk-0001,IN-Abs:4085:reference,4085,IN-Abs,train,7b96ad3af6d1d4fffc86c046d9be295ffc76404b7396d502c76edd46f7928372,1,2,1491,402,1963,0.46560014107010583,0.26497358083724976,11,False
IN-Abs:4086:reference:chunk-0000,IN-Abs:4086:reference,4086,IN-Abs,train,56980aa4fe818cfbfc6ec636f29562579bfcaf8f614cdb634f3bf37926db0795,0,5,2792,210,3072,0.5946991791327795,0.448562890291214,6,False
IN-Abs:4086:reference:chunk-0001,IN-Abs:4086:reference,4086,IN-Abs,train,56980aa4fe818cfbfc6ec636f29562579bfcaf8f614cdb634f3bf37926db0795,1,5,2761,485,3316,0.5832245830032561,0.27499446272850037,18,False
IN-Abs:4086:reference:chunk-0002,IN-Abs:4086:reference,4086,IN-Abs,train,56980aa4fe818cfbfc6ec636f29562579bfcaf8f614cdb634f3bf37926db0795,2,5,2795,545,3410,0.64485733888366,0.28933823108673096,11,False
IN-Abs:4086:reference:chunk-0003,IN-Abs:4086:reference,4086,IN-Abs,train,56980aa4fe818cfbfc6ec636f29562579bfcaf8f614cdb634f3bf37926db0795,3,5,2750,593,3413,0.5832417593115852,0.257576584815979,21,False
IN-Abs:4086:reference:chunk-0004,IN-Abs:4086:reference,4086,IN-Abs,train,56980aa4fe818cfbfc6ec636f29562579bfcaf8f614cdb634f3bf37926db0795,4,5,575,155,800,0.6787914633750916,0.5493677854537964,6,False
IN-Abs:4087:reference:chunk-0000,IN-Abs:4087:reference,4087,IN-Abs,train,2a18019e5597b2d5f2989aa29d4d3caca41d70f1753746483c3f4266b6229fc8,0,3,2775,433,3278,0.6145947091281414,0.2994656562805176,16,False
IN-Abs:4087:reference:chunk-0001,IN-Abs:4087:reference,4087,IN-Abs,train,2a18019e5597b2d5f2989aa29d4d3caca41d70f1753746483c3f4266b6229fc8,1,3,2783,512,3365,0.5380934135002249,0.2213522344827652,17,False
IN-Abs:4087:reference:chunk-0002,IN-Abs:4087:reference,4087,IN-Abs,train,2a18019e5597b2d5f2989aa29d4d3caca41d70f1753746483c3f4266b6229fc8,2,3,687,258,1015,0.6090573115008218,0.29659828543663025,7,False
IN-Abs:4088:reference:chunk-0000,IN-Abs:4088:reference,4088,IN-Abs,train,24fcda9d6a8e470198300bbf8fd7a7a894eb1a3db01fe1584861ffbc0fafe823,0,3,2797,832,3699,0.6008349694311619,0.24991831183433533,16,False
IN-Abs:4088:reference:chunk-0001,IN-Abs:4088:reference,4088,IN-Abs,train,24fcda9d6a8e470198300bbf8fd7a7a894eb1a3db01fe1584861ffbc0fafe823,1,3,2797,712,3579,0.7087175846099854,0.4271191954612732,16,False
IN-Abs:4088:reference:chunk-0002,IN-Abs:4088:reference,4088,IN-Abs,train,24fcda9d6a8e470198300bbf8fd7a7a894eb1a3db01fe1584861ffbc0fafe823,2,3,1169,476,1715,0.6993373453617096,0.4231090545654297,10,False
IN-Abs:4089:reference:chunk-0000,IN-Abs:4089:reference,4089,IN-Abs,train,02e7634f71029501ef76b2f1ab7bbb77905e2257c6f1014626f99d281eb0de94,0,2,2771,512,3353,0.6632004769948813,0.2755606174468994,13,False
IN-Abs:4089:reference:chunk-0001,IN-Abs:4089:reference,4089,IN-Abs,train,02e7634f71029501ef76b2f1ab7bbb77905e2257c6f1014626f99d281eb0de94,1,2,2089,964,3123,0.679102537723688,0.2518048882484436,26,False
IN-Abs:409:reference:chunk-0000,IN-Abs:409:reference,409,IN-Abs,train,c6817095818307bdc72a36d7807da75ca0bd218b3d91676d2017fb14cc8b8ef0,0,4,2768,864,3702,0.7290201439307287,0.36475250124931335,13,False
IN-Abs:409:reference:chunk-0001,IN-Abs:409:reference,409,IN-Abs,train,c6817095818307bdc72a36d7807da75ca0bd218b3d91676d2017fb14cc8b8ef0,1,4,2747,552,3369,0.6134641000202724,0.25893306732177734,14,False
IN-Abs:409:reference:chunk-0002,IN-Abs:409:reference,409,IN-Abs,train,c6817095818307bdc72a36d7807da75ca0bd218b3d91676d2017fb14cc8b8ef0,2,4,2797,45,2912,0.5236887037754059,0.4842642545700073,2,False
IN-Abs:409:reference:chunk-0003,IN-Abs:409:reference,409,IN-Abs,train,c6817095818307bdc72a36d7807da75ca0bd218b3d91676d2017fb14cc8b8ef0,3,4,334,105,509,0.7660543918609619,0.7660543918609619,1,False
IN-Abs:4090:reference:chunk-0000,IN-Abs:4090:reference,4090,IN-Abs,train,40db77cc3e7b6d4e158aa65f1a52399a9ab9872d4b90bf9839f6379d0c958c1b,0,3,2762,994,3826,0.7744834621747335,0.6112926006317139,15,True
IN-Abs:4090:reference:chunk-0001,IN-Abs:4090:reference,4090,IN-Abs,train,40db77cc3e7b6d4e158aa65f1a52399a9ab9872d4b90bf9839f6379d0c958c1b,1,3,2757,992,3819,0.6914465634359254,0.2449728399515152,18,True
IN-Abs:4090:reference:chunk-0002,IN-Abs:4090:reference,4090,IN-Abs,train,40db77cc3e7b6d4e158aa65f1a52399a9ab9872d4b90bf9839f6379d0c958c1b,2,3,666,310,1046,0.450799671086398,0.20572425425052643,11,False
IN-Abs:4091:reference:chunk-0000,IN-Abs:4091:reference,4091,IN-Abs,train,692996bcceb0ee7107b8677933adcf81cd43b27e4e94727e2f4efb86ded3701e,0,7,2772,69,2911,0.6388487219810486,0.4786428213119507,2,False
IN-Abs:4091:reference:chunk-0001,IN-Abs:4091:reference,4091,IN-Abs,train,692996bcceb0ee7107b8677933adcf81cd43b27e4e94727e2f4efb86ded3701e,1,7,2799,32,2901,0.6127443909645081,0.6127443909645081,1,False
IN-Abs:4091:reference:chunk-0002,IN-Abs:4091:reference,4091,IN-Abs,train,692996bcceb0ee7107b8677933adcf81cd43b27e4e94727e2f4efb86ded3701e,2,7,2701,1000,3771,0.6131737508155681,0.3473033308982849,27,True
IN-Abs:4091:reference:chunk-0003,IN-Abs:4091:reference,4091,IN-Abs,train,692996bcceb0ee7107b8677933adcf81cd43b27e4e94727e2f4efb86ded3701e,3,7,2794,998,3862,0.6570544441541036,0.31010985374450684,24,True
IN-Abs:4091:reference:chunk-0004,IN-Abs:4091:reference,4091,IN-Abs,train,692996bcceb0ee7107b8677933adcf81cd43b27e4e94727e2f4efb86ded3701e,4,7,2794,550,3414,0.6173531430609086,0.23009559512138367,17,False
IN-Abs:4091:reference:chunk-0005,IN-Abs:4091:reference,4091,IN-Abs,train,692996bcceb0ee7107b8677933adcf81cd43b27e4e94727e2f4efb86ded3701e,5,7,2722,425,3217,0.5285967994819988,0.22649961709976196,11,False
IN-Abs:4091:reference:chunk-0006,IN-Abs:4091:reference,4091,IN-Abs,train,692996bcceb0ee7107b8677933adcf81cd43b27e4e94727e2f4efb86ded3701e,6,7,1193,472,1735,0.6701856677730879,0.3643522560596466,12,False
IN-Abs:4092:reference:chunk-0000,IN-Abs:4092:reference,4092,IN-Abs,train,952570af167a7e15c06e162278d16a730dedfca5b2a7757d13d338b1f82970c2,0,1,1207,320,1597,0.5322282747788862,0.4028673470020294,11,False
IN-Abs:4093:reference:chunk-0000,IN-Abs:4093:reference,4093,IN-Abs,train,6f41a3f11ef63ebd8d1e5eaa0376c6b9a810ec67569c3088dafd258234524460,0,1,2238,527,2835,0.5847628949319615,0.20804961025714874,17,False
IN-Abs:4094:reference:chunk-0000,IN-Abs:4094:reference,4094,IN-Abs,train,adfc5968251a0050d75326ac8b78a79fd356445341ba854c62d5c560b3154169,0,3,2781,599,3450,0.6629532456398011,0.28683632612228394,10,False
IN-Abs:4094:reference:chunk-0001,IN-Abs:4094:reference,4094,IN-Abs,train,adfc5968251a0050d75326ac8b78a79fd356445341ba854c62d5c560b3154169,1,3,2796,1000,3866,0.6206764049000211,0.23200365900993347,27,True
IN-Abs:4094:reference:chunk-0002,IN-Abs:4094:reference,4094,IN-Abs,train,adfc5968251a0050d75326ac8b78a79fd356445341ba854c62d5c560b3154169,2,3,1211,245,1526,0.6076466185706002,0.42880886793136597,7,False
IN-Abs:4095:reference:chunk-0000,IN-Abs:4095:reference,4095,IN-Abs,train,9bf8b25357972b2ba3d97a0cf1d679b3f8c83e71723e08fb8b169cbe5fbec8e8,0,1,670,141,881,0.551027262210846,0.4059501886367798,5,False
IN-Abs:4096:reference:chunk-0000,IN-Abs:4096:reference,4096,IN-Abs,train,6643f58abd0b92916d64b8801274ec034ead70295801c423d98935acc237fda1,0,1,1578,962,2610,0.5913741618394852,0.3019426167011261,30,False
IN-Abs:4097:reference:chunk-0000,IN-Abs:4097:reference,4097,IN-Abs,train,d953acffe920fa28e83c64a09aa2378f380aff17b46d7db56bb7c787e8519b86,0,1,1072,286,1428,0.6229518204927444,0.5060677528381348,8,False
IN-Abs:4098:reference:chunk-0000,IN-Abs:4098:reference,4098,IN-Abs,train,8326349346387da321200bb192c237c17e13a49488fef87760bb32b5fce153d0,0,1,1353,445,1868,0.6229041069746017,0.43826305866241455,12,False
IN-Abs:4099:reference:chunk-0000,IN-Abs:4099:reference,4099,IN-Abs,train,ca75f46e7adc0c719bf293dd2bece7385a62e53d7df5524715b0563429b2623a,0,1,1630,738,2438,0.6247916556894779,0.2749570608139038,16,False
IN-Abs:41:reference:chunk-0000,IN-Abs:41:reference,41,IN-Abs,train,039a21df37a69fb7252911edc8f61819facc70b091d757899082d01f4fcd2805,0,1,1692,451,2213,0.6887927899758021,0.472555011510849,6,False
IN-Abs:410:reference:chunk-0000,IN-Abs:410:reference,410,IN-Abs,train,b23b10c61d365e1f69b3fda1a1889a7a342be6255f08e62100f999645e9b13c1,0,1,2072,657,2799,0.6488314419984818,0.3542037010192871,18,False
IN-Abs:4100:reference:chunk-0000,IN-Abs:4100:reference,4100,IN-Abs,train,cad031ea9f7517006c12de84b8ec80d9e07f5060b373104ce768b5078b64a138,0,3,2783,992,3845,0.6234465837478638,0.22404980659484863,39,True
IN-Abs:4100:reference:chunk-0001,IN-Abs:4100:reference,4100,IN-Abs,train,cad031ea9f7517006c12de84b8ec80d9e07f5060b373104ce768b5078b64a138,1,3,2752,698,3520,0.5517497414892371,0.21306145191192627,22,False
IN-Abs:4100:reference:chunk-0002,IN-Abs:4100:reference,4100,IN-Abs,train,cad031ea9f7517006c12de84b8ec80d9e07f5060b373104ce768b5078b64a138,2,3,2033,629,2732,0.6373813040554523,0.3527604043483734,16,False
IN-Abs:4101:reference:chunk-0000,IN-Abs:4101:reference,4101,IN-Abs,train,4ee2ed9d01985aae15350a9d44cf606c8e92f953c0830d6d88083be865f9f36e,0,2,2782,435,3287,0.6058531045913697,0.34401756525039673,15,False
IN-Abs:4101:reference:chunk-0001,IN-Abs:4101:reference,4101,IN-Abs,train,4ee2ed9d01985aae15350a9d44cf606c8e92f953c0830d6d88083be865f9f36e,1,2,1842,128,2040,0.5790777578949928,0.35447248816490173,4,False
IN-Abs:4102:reference:chunk-0000,IN-Abs:4102:reference,4102,IN-Abs,train,da5cca0c1f5b7d2c7eb9ffd236671d917974a75b65ff7471ec3debb417eff6c6,0,1,2534,888,3492,0.6642753235671831,0.27214372158050537,23,False
IN-Abs:4103:reference:chunk-0000,IN-Abs:4103:reference,4103,IN-Abs,train,038a7b03302fd000cc82746416a2a94fcc1ccc4ba1dc2a66785dd3fe6998cf00,0,2,2795,749,3614,0.5729320890763226,0.2920026183128357,17,False
IN-Abs:4103:reference:chunk-0001,IN-Abs:4103:reference,4103,IN-Abs,train,038a7b03302fd000cc82746416a2a94fcc1ccc4ba1dc2a66785dd3fe6998cf00,1,2,517,37,624,0.5980757772922516,0.5325911641120911,2,False
IN-Abs:4104:reference:chunk-0000,IN-Abs:4104:reference,4104,IN-Abs,train,1905286c0f781f488782d3587a02b04a7a539e2d7d355c2614648b0f705bad9b,0,2,2785,928,3783,0.5515830044088692,0.21473345160484314,29,False
IN-Abs:4104:reference:chunk-0001,IN-Abs:4104:reference,4104,IN-Abs,train,1905286c0f781f488782d3587a02b04a7a539e2d7d355c2614648b0f705bad9b,1,2,1091,698,1859,0.5425657196478411,0.29195502400398254,22,False
IN-Abs:4105:reference:chunk-0000,IN-Abs:4105:reference,4105,IN-Abs,train,6ed283fa7f407b84b1a35e772a5c5e3d3064edd0977c094c4be03d88e8ba4db9,0,1,1199,331,1600,0.5368570238351822,0.2624358534812927,10,False
IN-Abs:4106:reference:chunk-0000,IN-Abs:4106:reference,4106,IN-Abs,train,6cc1d8a12570cf527f7b3d684ad3132238308e8b1317c41c543267aad94186ad,0,1,1911,836,2817,0.5874727244178454,0.3676875829696655,24,False
IN-Abs:4107:reference:chunk-0000,IN-Abs:4107:reference,4107,IN-Abs,train,8512c659b47ac51e9eccb2b76e0428ba076fbcf32b1d1df621e094451256148d,0,1,1736,666,2472,0.5590062994848598,0.25594568252563477,22,False
IN-Abs:4109:reference:chunk-0000,IN-Abs:4109:reference,4109,IN-Abs,train,6fb4e8dfae63e8a2382986f1055709b16beb6206200e511b7fdcb34825803cc2,0,3,2737,965,3772,0.6627639751685294,0.2637244462966919,19,False
IN-Abs:4109:reference:chunk-0001,IN-Abs:4109:reference,4109,IN-Abs,train,6fb4e8dfae63e8a2382986f1055709b16beb6206200e511b7fdcb34825803cc2,1,3,2773,998,3841,0.687687560915947,0.2049693465232849,32,True
IN-Abs:411:reference:chunk-0000,IN-Abs:411:reference,411,IN-Abs,train,bed2ad53da6e6dbf4317d94f23fd64972e66f72a40b861576e6098fcdc5ccb7d,0,6,2700,122,2892,0.7524361312389374,0.7270134687423706,2,False
IN-Abs:411:reference:chunk-0001,IN-Abs:411:reference,411,IN-Abs,train,bed2ad53da6e6dbf4317d94f23fd64972e66f72a40b861576e6098fcdc5ccb7d,1,6,2746,337,3153,0.7515315810839335,0.6308013200759888,3,False
IN-Abs:411:reference:chunk-0002,IN-Abs:411:reference,411,IN-Abs,train,bed2ad53da6e6dbf4317d94f23fd64972e66f72a40b861576e6098fcdc5ccb7d,2,6,2799,596,3465,0.8326018253962199,0.8024672269821167,3,False
IN-Abs:411:reference:chunk-0003,IN-Abs:411:reference,411,IN-Abs,train,bed2ad53da6e6dbf4317d94f23fd64972e66f72a40b861576e6098fcdc5ccb7d,3,6,2783,90,2943,0.8100576400756836,0.8100576400756836,1,False
IN-Abs:411:reference:chunk-0004,IN-Abs:411:reference,411,IN-Abs,train,bed2ad53da6e6dbf4317d94f23fd64972e66f72a40b861576e6098fcdc5ccb7d,4,6,2795,188,3053,0.6474127173423767,0.40322345495224,3,False
IN-Abs:411:reference:chunk-0005,IN-Abs:411:reference,411,IN-Abs,train,bed2ad53da6e6dbf4317d94f23fd64972e66f72a40b861576e6098fcdc5ccb7d,5,6,2564,21,2655,0.5507319569587708,0.5507319569587708,1,False
IN-Abs:4110:reference:chunk-0000,IN-Abs:4110:reference,4110,IN-Abs,train,88c1ef12d643b310817bc073a56261eb4c8eb224199cf21af760280a4599ac84,0,2,2800,922,3792,0.5557183719107083,0.22837913036346436,28,False
IN-Abs:4110:reference:chunk-0001,IN-Abs:4110:reference,4110,IN-Abs,train,88c1ef12d643b310817bc073a56261eb4c8eb224199cf21af760280a4599ac84,1,2,1231,416,1717,0.43369741290807723,0.24316951632499695,20,False
IN-Abs:4111:reference:chunk-0000,IN-Abs:4111:reference,4111,IN-Abs,train,2844b329c480e1a40879514c2a8c98e59ab99c3b7ada1604c3024db1874f077d,0,6,2700,115,2885,0.4097137749195099,0.30455002188682556,3,False
IN-Abs:4111:reference:chunk-0001,IN-Abs:4111:reference,4111,IN-Abs,train,2844b329c480e1a40879514c2a8c98e59ab99c3b7ada1604c3024db1874f077d,1,6,2766,143,2979,0.7716961205005646,0.7234489917755127,4,False
IN-Abs:4111:reference:chunk-0002,IN-Abs:4111:reference,4111,IN-Abs,train,2844b329c480e1a40879514c2a8c98e59ab99c3b7ada1604c3024db1874f077d,2,6,2774,492,3336,0.6711984276771545,0.40436339378356934,10,False
IN-Abs:4111:reference:chunk-0003,IN-Abs:4111:reference,4111,IN-Abs,train,2844b329c480e1a40879514c2a8c98e59ab99c3b7ada1604c3024db1874f077d,3,6,2787,212,3069,0.6631261110305786,0.5162043571472168,4,False
IN-Abs:4111:reference:chunk-0004,IN-Abs:4111:reference,4111,IN-Abs,train,2844b329c480e1a40879514c2a8c98e59ab99c3b7ada1604c3024db1874f077d,4,6,2795,336,3201,0.5567420621713003,0.22335880994796753,12,False
IN-Abs:4111:reference:chunk-0005,IN-Abs:4111:reference,4111,IN-Abs,train,2844b329c480e1a40879514c2a8c98e59ab99c3b7ada1604c3024db1874f077d,5,6,2452,162,2684,0.47330695390701294,0.20197638869285583,4,False
IN-Abs:4112:reference:chunk-0000,IN-Abs:4112:reference,4112,IN-Abs,train,32280e1c4bfd099c37ab8b798e44de99e16b523d4668f5dd8d96b119cd155d1d,0,1,2222,981,3273,0.7197300228807662,0.39652371406555176,18,True
IN-Abs:4113:reference:chunk-0000,IN-Abs:4113:reference,4113,IN-Abs,train,be9324c8406e1e095890c699bed9a86f1f1fca27703e516845c020dbf49f688b,0,1,1966,645,2681,0.5966296870918835,0.24007894098758698,17,False
IN-Abs:4114:reference:chunk-0000,IN-Abs:4114:reference,4114,IN-Abs,train,d005352fda1e06178b4ffc6b9be98a0ad168443ea3950623d0ea3ed91a7368b2,0,2,2491,327,2888,0.6613380677170224,0.4418206810951233,9,False
IN-Abs:4114:reference:chunk-0001,IN-Abs:4114:reference,4114,IN-Abs,train,d005352fda1e06178b4ffc6b9be98a0ad168443ea3950623d0ea3ed91a7368b2,1,2,1862,316,2248,0.5437826186418533,0.40406858921051025,10,False
IN-Abs:4115:reference:chunk-0000,IN-Abs:4115:reference,4115,IN-Abs,train,f63d076925dfe808874b375d2b9e23826f40e129aa8b98cc1cf35f1dbd5739d2,0,1,1990,792,2852,0.5697024667263031,0.21862691640853882,25,False
IN-Abs:4116:reference:chunk-0000,IN-Abs:4116:reference,4116,IN-Abs,train,4afc82fda1742817096ea420e6aac0fc1fd18fb690f599589056d9bba974b3c0,0,1,2041,330,2441,0.6477290604795728,0.3379243314266205,7,False
IN-Abs:4117:reference:chunk-0000,IN-Abs:4117:reference,4117,IN-Abs,train,c0bf88218ab42848773d9890fe2d167dd11d49ccf125daa3751634b6d2ce524c,0,3,2698,274,3042,0.5871390317167554,0.3135903775691986,7,False
IN-Abs:4117:reference:chunk-0001,IN-Abs:4117:reference,4117,IN-Abs,train,c0bf88218ab42848773d9890fe2d167dd11d49ccf125daa3751634b6d2ce524c,1,3,2784,391,3245,0.6730881482362747,0.46018335223197937,8,False
IN-Abs:4117:reference:chunk-0002,IN-Abs:4117:reference,4117,IN-Abs,train,c0bf88218ab42848773d9890fe2d167dd11d49ccf125daa3751634b6d2ce524c,2,3,468,535,1073,0.5810379892587662,0.2700100839138031,10,False
IN-Abs:4119:reference:chunk-0000,IN-Abs:4119:reference,4119,IN-Abs,train,f579bf1cd26a8a8542109064032b4043d9536c248ec232f4b36436c4019ce719,0,3,2774,279,3123,0.6229277650515238,0.39534792304039,9,False
IN-Abs:4119:reference:chunk-0001,IN-Abs:4119:reference,4119,IN-Abs,train,f579bf1cd26a8a8542109064032b4043d9536c248ec232f4b36436c4019ce719,1,3,2779,691,3540,0.6301730851332347,0.299996018409729,15,False
IN-Abs:412:reference:chunk-0000,IN-Abs:412:reference,412,IN-Abs,train,a3ee92e1d8a3664a355d9f54d7a5111a36007321639fe030bd9198fca1abfa31,0,2,2780,367,3217,0.6687787652015686,0.39413028955459595,5,False
IN-Abs:4121:reference:chunk-0000,IN-Abs:4121:reference,4121,IN-Abs,train,785667aeb473c8930d7d9051a52a9611018c654b86fb8474405033474e441a60,0,1,2366,652,3088,0.6139699646404811,0.23644426465034485,21,False
