case_id,dataset,split,filename,judgment_member,judgment_encoding,judgment_hash,summary_count,judgment_characters,judgment_words,judgment_sentences,judgment_approx_tokens
1512,IN-Abs,train,1512.txt,dataset/IN-Abs/train-data/judgement/1512.txt,utf-8,ef8e8bf91dda7bb86572fd7d0ad1b8b96355685097e02b60eed9c65e080a9d1a,1,39665,7044,272,9157
1519,IN-Abs,train,1519.txt,dataset/IN-Abs/train-data/judgement/1519.txt,utf-8,fdf6a4e5d65bba4ee210bdac3f6c75bbdf708bcaa8dae4d007fa7265e974003f,1,13287,2351,105,3056
1528,IN-Abs,train,1528.txt,dataset/IN-Abs/train-data/judgement/1528.txt,utf-8,e9be9e7e0131d4f2be67f8169f36fa10c26e48b8f978b4ad2999d0bc75810d30,1,22599,3963,157,5152
1532,IN-Abs,train,1532.txt,dataset/IN-Abs/train-data/judgement/1532.txt,utf-8,37a417186d2d54dc512c10aca75aa8ef0cc04271c7e18e7346ae524c60870af8,1,17372,3031,113,3940
1533,IN-Abs,train,1533.txt,dataset/IN-Abs/train-data/judgement/1533.txt,utf-8,8cbb7c0c2589bc2a25d73c8b172b6ba4b97a1e7a75b0d5de35e0ef362fedd073,1,27212,4903,242,6374
1541,IN-Abs,train,1541.txt,dataset/IN-Abs/train-data/judgement/1541.txt,utf-8,0c25d937ee08c34c8c6ef70886fea57312627da02ea0d85b4f2b82a9e2ae5967,1,7229,1298,62,1687
1547,IN-Abs,train,1547.txt,dataset/IN-Abs/train-data/judgement/1547.txt,utf-8,c9c087389dc3b9296df60460de5268742d4199d5a8a69f1d87df1ce43332337e,1,19877,3518,235,4573
1559,IN-Abs,train,1559.txt,dataset/IN-Abs/train-data/judgement/1559.txt,utf-8,cdc28f2e682f7df4839c82bff996e9648e5e30f7fef0c2dfe3fcbb4bfa056795,1,98421,17401,650,22621
1563,IN-Abs,train,1563.txt,dataset/IN-Abs/train-data/judgement/1563.txt,utf-8,54600750e5a911b003030ec173e93f9bc3281aa7b2a54f5f18acc65cdccdcf66,1,31146,5643,235,7336
158,IN-Abs,train,158.txt,dataset/IN-Abs/train-data/judgement/158.txt,utf-8,5d2e8002d812cdd4653f0de4968fea5339b99ad6f9244da489b09159680aa1c6,1,32075,5603,181,7284
1585,IN-Abs,train,1585.txt,dataset/IN-Abs/train-data/judgement/1585.txt,utf-8,ec096f0d99c448bcd5f9f2cf7ad2a0b4e779102db314a607f801a047650a00f3,1,24057,4273,236,5555
1587,IN-Abs,train,1587.txt,dataset/IN-Abs/train-data/judgement/1587.txt,utf-8,2765d7598d5e7e5bdb5d623651754d2e1f901169cd8220a318da470a819d7d40,1,21116,3750,162,4875
1593,IN-Abs,train,1593.txt,dataset/IN-Abs/train-data/judgement/1593.txt,utf-8,fcef684ea0037bf95f063a80b47d53d5afad7d6f6216eabdcd3f08dacf79cf4f,1,28460,4922,240,6399
16,IN-Abs,train,16.txt,dataset/IN-Abs/train-data/judgement/16.txt,utf-8,750fb53667d0cad7b5aa7f5745860994221e735b779ca14097a1f8b5e9557f99,1,17418,3106,123,4038
1604,IN-Abs,train,1604.txt,dataset/IN-Abs/train-data/judgement/1604.txt,utf-8,e355de3ebfb3e3822e44b7df6b25d2fee05bcc2367a9f77b92ddce3bfa7d5750,1,61298,10563,451,13732
1605,IN-Abs,train,1605.txt,dataset/IN-Abs/train-data/judgement/1605.txt,utf-8,9deb58bef00d37de204713944823b8503ae6c7e0470f59fd298b1cc01f1d3b15,1,21024,3575,115,4648
1606,IN-Abs,train,1606.txt,dataset/IN-Abs/train-data/judgement/1606.txt,utf-8,3670b3e95091854055b0f692b22a83a521bca2a184412370d51a1ccc52c95ee8,1,11472,1974,112,2566
1611,IN-Abs,train,1611.txt,dataset/IN-Abs/train-data/judgement/1611.txt,utf-8,dc9b3da2a77f6def79f2d7a5c8ef12932007ae9d63fb69c0157fc9d7ec83be8c,1,9984,1803,93,2344
1615,IN-Abs,train,1615.txt,dataset/IN-Abs/train-data/judgement/1615.txt,utf-8,c080f30e6a83c42520d8b7d0c7beef1f49b983c22ac07efbf2b7d1341268d50d,1,6509,1166,75,1516
1624,IN-Abs,train,1624.txt,dataset/IN-Abs/train-data/judgement/1624.txt,utf-8,84e23f058b2163a28d9a9b8cacee188a725f522c868747af352d11aa41622bf9,1,22199,3818,141,4963
1640,IN-Abs,train,1640.txt,dataset/IN-Abs/train-data/judgement/1640.txt,utf-8,a3d08bb9dafd08c3d339fd242f62900227ea225d0cee37599c2825bd5d2c2adc,1,8794,1521,63,1977
1669,IN-Abs,train,1669.txt,dataset/IN-Abs/train-data/judgement/1669.txt,utf-8,d98c7b5f80bf58c376b87a47fa454c2663b4989ac5562fc9c9e7859278a79bcd,1,6373,1099,44,1429
167,IN-Abs,train,167.txt,dataset/IN-Abs/train-data/judgement/167.txt,utf-8,cb6bae908f5c48932bc108679f256ed3ce738986bba20d2efae951c5dc8b7d99,1,40670,6992,233,9090
1693,IN-Abs,train,1693.txt,dataset/IN-Abs/train-data/judgement/1693.txt,utf-8,edb20aea64fac2d6ba40eabec0af1a790aff85f9d0dcffecd26b52f70a966148,1,11878,2081,138,2705
1701,IN-Abs,train,1701.txt,dataset/IN-Abs/train-data/judgement/1701.txt,utf-8,fb49b143583cd8e4ec6621fcf67126d7f4d91ab88a915517b6baa12e3b3d58fa,1,29718,5189,177,6746
171,IN-Abs,train,171.txt,dataset/IN-Abs/train-data/judgement/171.txt,utf-8,e5a2a926ef69ce82bb7e43fdaa7856dcca6f0beeead8d8321bca42cf0cbc9d18,1,9062,1571,67,2042
1731,IN-Abs,train,1731.txt,dataset/IN-Abs/train-data/judgement/1731.txt,utf-8,37b1d17ff97d2a3f2a4c540417502f76e988ec43e4b2d4dffc567ca3661bc29e,1,50792,8905,333,11576
1736,IN-Abs,train,1736.txt,dataset/IN-Abs/train-data/judgement/1736.txt,utf-8,8825df5a426535be7cfb113e4da8ab2e300fa8728f06d8ab75f3f8ab6dc7520b,1,41935,7344,325,9547
1742,IN-Abs,train,1742.txt,dataset/IN-Abs/train-data/judgement/1742.txt,utf-8,0cec8d2db64acea8443716ce45280bc707a29d7afe34888ebcc702c5db20fbf9,1,26108,4569,191,5940
1744,IN-Abs,train,1744.txt,dataset/IN-Abs/train-data/judgement/1744.txt,utf-8,0284c82c8bac1289cf0637b3dc2743cf442b2cc75f57569fcc5dcf557c2f684d,1,24983,4497,212,5846
1747,IN-Abs,train,1747.txt,dataset/IN-Abs/train-data/judgement/1747.txt,utf-8,3383a10933085bda767c9b6a97dcc802d84a882622556ac203c1c4e502b78cdd,1,39288,6615,257,8600
1755,IN-Abs,train,1755.txt,dataset/IN-Abs/train-data/judgement/1755.txt,utf-8,bc978a93cfe040be4f69882030fdce8df88e009ca05592fd2927e342656b000a,1,17720,2999,93,3899
1768,IN-Abs,train,1768.txt,dataset/IN-Abs/train-data/judgement/1768.txt,utf-8,3b94245fabf74a6f4ea38587ffbee5fc20aeee0fb226c7143898d6905a645ac1,1,231752,41536,1759,53997
177,IN-Abs,train,177.txt,dataset/IN-Abs/train-data/judgement/177.txt,utf-8,ff90cce7819d195adbd45bf5ec2b7cd4b062539d88fb9d667d5f0ac954f877dc,1,10099,1803,75,2344
1772,IN-Abs,train,1772.txt,dataset/IN-Abs/train-data/judgement/1772.txt,utf-8,a002b78b2e094291c01c43238d6ce11fe5da776e41dd1a3b8a079eec48713778,1,17369,3144,106,4087
1776,IN-Abs,train,1776.txt,dataset/IN-Abs/train-data/judgement/1776.txt,utf-8,7c1560f04079b8c02cd30752b6b63930323e74297ed5c980243662f5b3a9e483,1,14719,2547,115,3311
1798,IN-Abs,train,1798.txt,dataset/IN-Abs/train-data/judgement/1798.txt,utf-8,58b188c79bde1029ff4af58ebd660b6b37788d12629dab37990a680b715a349e,1,14395,2506,110,3258
18,IN-Abs,train,18.txt,dataset/IN-Abs/train-data/judgement/18.txt,utf-8,94b4da54c5424750d7c13a186a53048db3ee1a34e21ea7b32dba1845c5e7b0f1,1,125301,21802,853,28343
1800,IN-Abs,train,1800.txt,dataset/IN-Abs/train-data/judgement/1800.txt,utf-8,3793434187c6e77e83d4044421e765ccc14416619f4e0ac95f8c777497aacdea,1,23670,4208,159,5470
1801,IN-Abs,train,1801.txt,dataset/IN-Abs/train-data/judgement/1801.txt,utf-8,c90c9424b6beee6f90ec5d22595d60604373ac2c0e4597e21b51ab791a5dbe89,1,6769,1202,54,1563
1808,IN-Abs,train,1808.txt,dataset/IN-Abs/train-data/judgement/1808.txt,utf-8,b40438c1cb5e6f6893e77d94d75f0c8716d242cf0f108fe0f966a3b06da58799,1,32048,5629,200,7318
1823,IN-Abs,train,1823.txt,dataset/IN-Abs/train-data/judgement/1823.txt,utf-8,80930058180ea4c9122bf33ab4a4e32f8f06a4b87bdb0d87697c9216f4a0a444,1,21401,3755,112,4882
1824,IN-Abs,train,1824.txt,dataset/IN-Abs/train-data/judgement/1824.txt,utf-8,ff6c693701b861b3afaa47b48451f47ab2faf695ef0d8cceb4d6e93021756fb1,1,73539,12851,358,16706
1827,IN-Abs,train,1827.txt,dataset/IN-Abs/train-data/judgement/1827.txt,utf-8,b6d5a656e0a16d05913426e6708da055f6601ae2f5ab93b0f2c5190432e63e17,1,25510,4501,198,5851
1833,IN-Abs,train,1833.txt,dataset/IN-Abs/train-data/judgement/1833.txt,utf-8,f9f13c210b138f34bf09be66d1a911653b20c9041485c4957b38764b16613257,1,36856,6368,237,8278
1835,IN-Abs,train,1835.txt,dataset/IN-Abs/train-data/judgement/1835.txt,utf-8,69baa35c307ab77313e13c723d9d957127cd8f504de526d980a5cc0a16bf4475,1,39133,7067,338,9187
184,IN-Abs,train,184.txt,dataset/IN-Abs/train-data/judgement/184.txt,utf-8,3e46788634cd917ded5994241e47ccb302bfd5ab4764767cf1a676c6ff5d49e7,1,14098,2406,105,3128
1840,IN-Abs,train,1840.txt,dataset/IN-Abs/train-data/judgement/1840.txt,utf-8,0c2790fd7ddc2967aeabe5d13b7ed75cc9fa3d45060774514f70749859be6b9c,1,13330,2375,107,3088
1859,IN-Abs,train,1859.txt,dataset/IN-Abs/train-data/judgement/1859.txt,utf-8,bf08a0d2d7c9effe34e760a14538a19be65b017c30a1bd96c208a8fd4ebc7f8a,1,34277,5772,179,7504
1861,IN-Abs,train,1861.txt,dataset/IN-Abs/train-data/judgement/1861.txt,utf-8,108c075c695667f661561f865f17a314574491b33f95cbdbf7abbf7b0a862bfc,1,312280,54592,2228,70970
1863,IN-Abs,train,1863.txt,dataset/IN-Abs/train-data/judgement/1863.txt,utf-8,925078afd05820701b01b37201a4ef2fc9db4ea8dffab2783caaa145121e9d4b,1,42329,7373,255,9585
1864,IN-Abs,train,1864.txt,dataset/IN-Abs/train-data/judgement/1864.txt,utf-8,ceb3a2e9112a636ef96e3e8aeead21b99e6a0a755445bf2e4577a5258044a776,1,16835,2960,114,3848
1866,IN-Abs,train,1866.txt,dataset/IN-Abs/train-data/judgement/1866.txt,utf-8,9291521d439060911c40582826d2e90869e58c58bc54d50267345af513a98a01,1,16174,2866,82,3726
1879,IN-Abs,train,1879.txt,dataset/IN-Abs/train-data/judgement/1879.txt,utf-8,d9b44a802038734df979b022bcf0884aeff3a25400677faf63c991e6944b031f,1,17412,3095,120,4024
1887,IN-Abs,train,1887.txt,dataset/IN-Abs/train-data/judgement/1887.txt,utf-8,19c5abb0daeda6f25c4110b3e5bae929193b39ad61644c2f04089c658577f82d,1,16695,2908,127,3780
1889,IN-Abs,train,1889.txt,dataset/IN-Abs/train-data/judgement/1889.txt,utf-8,ae140239b46c871c9a960f4f5aedae85bd0228edf7f2727c157eb74b22cdf118,1,7695,1373,68,1785
1898,IN-Abs,train,1898.txt,dataset/IN-Abs/train-data/judgement/1898.txt,utf-8,e43cf7487e3b915f08fad09defbe2746d6cc2b581cca7e826e0be99ae305feda,1,21039,3726,137,4844
1907,IN-Abs,train,1907.txt,dataset/IN-Abs/train-data/judgement/1907.txt,utf-8,1615cbc138c37fc4d4c2b4207861c472b9b7cd26dbf3a56a32bd3ecc43fa7ca0,1,32605,5894,235,7662
191,IN-Abs,train,191.txt,dataset/IN-Abs/train-data/judgement/191.txt,utf-8,8d6a7382c5f297e470851303641b8b606a88b83de2b9e58238fb980d8142e6cf,1,36133,6433,205,8363
1917,IN-Abs,train,1917.txt,dataset/IN-Abs/train-data/judgement/1917.txt,utf-8,68d3593977af50108c0e1510f4c7dbcbd59a6680a7050bb125af585b7fecb3e4,1,21819,3856,144,5013
1921,IN-Abs,train,1921.txt,dataset/IN-Abs/train-data/judgement/1921.txt,utf-8,407a4c002d96beea797cf745601b1dfd9250c3b033a6f1b0c23c476bd50f088f,1,14501,2621,138,3407
1922,IN-Abs,train,1922.txt,dataset/IN-Abs/train-data/judgement/1922.txt,utf-8,c77279c21b369c21c954e9f006c973acb19aa77f80f52f1c3830f83b0c29c0aa,1,17698,3181,151,4135
193,IN-Abs,train,193.txt,dataset/IN-Abs/train-data/judgement/193.txt,utf-8,d03c4846537c85fa7d2a623f011d97bbe43360fa7cd3327b4ca5ccfcb59704ef,1,40698,7220,282,9386
1939,IN-Abs,train,1939.txt,dataset/IN-Abs/train-data/judgement/1939.txt,utf-8,318c9f844b81928930d2df2b47f2117f9ecee5b938c2a07b9226adf34d6dd74c,1,14754,2595,116,3374
194,IN-Abs,train,194.txt,dataset/IN-Abs/train-data/judgement/194.txt,utf-8,ee455a99e3900cb16febd4e7cdbd15e79359a6553c1b16755c98aceb858ce120,1,38828,6834,288,8884
1957,IN-Abs,train,1957.txt,dataset/IN-Abs/train-data/judgement/1957.txt,utf-8,a4315e44e3ff72a850e49e5304154c29dfffd5503a9e90cf7acc88acd8751b6b,1,20830,3688,179,4794
1962,IN-Abs,train,1962.txt,dataset/IN-Abs/train-data/judgement/1962.txt,utf-8,1433a5877bc7d3e06e7a32035b65a6df5d5732e9bf916a4f71cc3133e83174b2,1,36948,6657,261,8654
1969,IN-Abs,train,1969.txt,dataset/IN-Abs/train-data/judgement/1969.txt,utf-8,e19103931f9f27d44b7944469a5c7de9361106e3094af346fa4eadf49c08fef7,1,17104,3098,177,4027
1979,IN-Abs,train,1979.txt,dataset/IN-Abs/train-data/judgement/1979.txt,utf-8,176125a6c1aef92dcb9061166c186e05b2a6e3e035dd28f3e004acf58e022660,1,31997,5682,243,7387
1980,IN-Abs,train,1980.txt,dataset/IN-Abs/train-data/judgement/1980.txt,utf-8,1659caea3c09183c336dec58b239cd90bd8e2d3d37e1abe3cb3e2208228a7a0a,1,87231,15557,595,20224
1990,IN-Abs,train,1990.txt,dataset/IN-Abs/train-data/judgement/1990.txt,utf-8,9ced83a9c40262a4dcf2ccceec6f9a657086371948c98a04c826d752203cda85,1,11826,2115,79,2750
1995,IN-Abs,train,1995.txt,dataset/IN-Abs/train-data/judgement/1995.txt,utf-8,795c3dc252d13f3a3ef1fd62db81157959ec79fe2ce9966237d317d843cf80e5,1,12074,2046,100,2660
2009,IN-Abs,train,2009.txt,dataset/IN-Abs/train-data/judgement/2009.txt,utf-8,215eaab4432ea96224e1b655fc96dcd14f926d902e035359771b8a8504739e8e,1,28074,5020,170,6526
2010,IN-Abs,train,2010.txt,dataset/IN-Abs/train-data/judgement/2010.txt,utf-8,0d24e0575be0aa88acad37bff96718551840050f3694ef1a8b103d62edb61cf4,1,54435,9462,367,12301
2013,IN-Abs,train,2013.txt,dataset/IN-Abs/train-data/judgement/2013.txt,utf-8,29262899ba54fb2177c1c12375a8f03dc127fde0b7869a563ea2390a2e92b8ef,1,23471,4170,158,5421
2019,IN-Abs,train,2019.txt,dataset/IN-Abs/train-data/judgement/2019.txt,utf-8,1bbbb0ddc0fcfc1e7499a01d1ec23728ee8ea432e33f37255d109617092c1430,1,12413,2200,95,2860
2022,IN-Abs,train,2022.txt,dataset/IN-Abs/train-data/judgement/2022.txt,utf-8,8e24774b229fb93ca731cf2c445b2f97061a7bcb0c59f2efd3ac423adfa8cf7c,1,16675,2853,112,3709
2023,IN-Abs,train,2023.txt,dataset/IN-Abs/train-data/judgement/2023.txt,utf-8,e542c48c22bf3b937f4dc5dec74d85853a3308e05b818e19ff7556f039b366cc,1,44647,7798,303,10137
2031,IN-Abs,train,2031.txt,dataset/IN-Abs/train-data/judgement/2031.txt,utf-8,bb73def85518033823a56f13c595b68bcb21a2e2036aaf6cf8b76f5e40b970e8,1,25183,4370,168,5681
2032,IN-Abs,train,2032.txt,dataset/IN-Abs/train-data/judgement/2032.txt,utf-8,c853edf73ce176a98f37d6f60987d501749a4e2e8ad3bdf8bbd5178d638f185a,1,18516,3293,98,4281
2039,IN-Abs,train,2039.txt,dataset/IN-Abs/train-data/judgement/2039.txt,utf-8,72993734887d0540844121b636f6641f45b918fb6974f317f5647dc44b390c73,1,20298,3524,158,4581
2044,IN-Abs,train,2044.txt,dataset/IN-Abs/train-data/judgement/2044.txt,utf-8,d1428bf428d9428e6dee7c5f4f3e78938c4c341c20c0f9bb2b719a04efe6e0b7,1,9535,1702,77,2213
2064,IN-Abs,train,2064.txt,dataset/IN-Abs/train-data/judgement/2064.txt,utf-8,78a412c59d546c507502a8ac14c045bc4329915028275113d2d3716e7ab4a447,1,9566,1690,77,2197
2082,IN-Abs,train,2082.txt,dataset/IN-Abs/train-data/judgement/2082.txt,utf-8,ce8a8cf972da4370ef5c9129c678399538fb437849d883db36277cd271c71dd4,1,17735,3205,133,4166
2083,IN-Abs,train,2083.txt,dataset/IN-Abs/train-data/judgement/2083.txt,utf-8,37812999c9e6bde50091ad9368494d66809e07c9e73389494c2a97ba696d0622,1,33729,5669,240,7370
2086,IN-Abs,train,2086.txt,dataset/IN-Abs/train-data/judgement/2086.txt,utf-8,fd82b242536e8842cd49a6129321c21f0907c4f8b74f8b181af6a9d7fbb11aa1,1,14929,2689,106,3496
2090,IN-Abs,train,2090.txt,dataset/IN-Abs/train-data/judgement/2090.txt,utf-8,877f4827aa2febfbdee2b4a3b8b808d0d7286c68d34c25fea2c27df664432ae2,1,18904,3381,114,4395
2113,IN-Abs,train,2113.txt,dataset/IN-Abs/train-data/judgement/2113.txt,utf-8,fca9b84aea54594367d608ad9e2fa9152a2704d663cdd450bf67ceddce8162c2,1,14684,2596,91,3375
2116,IN-Abs,train,2116.txt,dataset/IN-Abs/train-data/judgement/2116.txt,utf-8,6f29ae5696126cf3d46296fb7172586d2d3e999cc5db82bef2d073aab2962d9f,1,23615,4181,199,5435
2125,IN-Abs,train,2125.txt,dataset/IN-Abs/train-data/judgement/2125.txt,utf-8,148ee56c640da5bf9128f7be0581a83cc36c503042472ce561d0c019f3c0bc00,1,43371,7655,277,9952
2128,IN-Abs,train,2128.txt,dataset/IN-Abs/train-data/judgement/2128.txt,utf-8,c8da01b8409acaf1969f0becf23100eebabea5bfe33bc992a1e694720fb54029,1,7716,1344,82,1747
213,IN-Abs,train,213.txt,dataset/IN-Abs/train-data/judgement/213.txt,utf-8,9adb38aa8c30adba3fa1cae8c434fdb994b35ac2484535b16ac7d6e334772b3c,1,12558,2153,79,2799
2132,IN-Abs,train,2132.txt,dataset/IN-Abs/train-data/judgement/2132.txt,utf-8,8a2ba076668b00cd8e08058ce979805e156855a716b853021bd98892b7b141a3,1,12793,2262,142,2941
2139,IN-Abs,train,2139.txt,dataset/IN-Abs/train-data/judgement/2139.txt,utf-8,cf826fb28fbea5a3fbabb419ae290f7704b42c3cc9bc8481943ec8c0824787f4,1,30643,5375,187,6988
2140,IN-Abs,train,2140.txt,dataset/IN-Abs/train-data/judgement/2140.txt,utf-8,6ed385964c467f60e45eb42516402ad5436a27d216f2a23a7af65a18d1f070fb,1,7881,1407,82,1829
2150,IN-Abs,train,2150.txt,dataset/IN-Abs/train-data/judgement/2150.txt,utf-8,6375ecc975eb1ca4196aa0045b4f73bc39029a0a268a5ad4192e5f592bd7c88f,1,13586,2435,99,3166
2152,IN-Abs,train,2152.txt,dataset/IN-Abs/train-data/judgement/2152.txt,utf-8,70507b24d7ed66f70465f23a533a87b0188ca98e8a4e1d2a68e92ec35d9ee76d,1,17412,3008,103,3910
2157,IN-Abs,train,2157.txt,dataset/IN-Abs/train-data/judgement/2157.txt,utf-8,51626e87ac47c3e4bb14be9c2ccdf893c1aac19607226124ddc256424c808a41,1,18146,3247,120,4221
2166,IN-Abs,train,2166.txt,dataset/IN-Abs/train-data/judgement/2166.txt,utf-8,188272986d2c509f945eec9844981a31f00fb7fd54c990ff85c744767583df5a,1,13789,2410,83,3133
2170,IN-Abs,train,2170.txt,dataset/IN-Abs/train-data/judgement/2170.txt,utf-8,3fae04ae69c1905563893913f4cb9ab58620aac4fc05203308d5b07b602e93d0,1,48044,8130,266,10569
2172,IN-Abs,train,2172.txt,dataset/IN-Abs/train-data/judgement/2172.txt,utf-8,2e5a78f7602efe8b58ea892a0621a8f431fd36a49b0e5f4c1a4d04ba50107f35,1,11976,2201,81,2861
2189,IN-Abs,train,2189.txt,dataset/IN-Abs/train-data/judgement/2189.txt,utf-8,8f2896155822c558aafa48e685d98e59bd5ea8ff3101181673aca2956a4a716f,1,469242,79756,3508,103683
2196,IN-Abs,train,2196.txt,dataset/IN-Abs/train-data/judgement/2196.txt,utf-8,a6629a66ad5f9d5927c77aaf13e179aa2fb78f48cc66d84bf834e54ccb7638e9,1,20176,3649,191,4744
220,IN-Abs,train,220.txt,dataset/IN-Abs/train-data/judgement/220.txt,utf-8,63a3a2fa9e1730d73d6b55bfb2b4dfd2450097d0d65757e97f03156c5151ceb6,1,9462,1624,97,2111
2210,IN-Abs,train,2210.txt,dataset/IN-Abs/train-data/judgement/2210.txt,utf-8,dacbb8cd1f1d747693d404c59fed211df16e0294d0b6b2fb037f338a4246d8e6,1,20835,3697,162,4806
222,IN-Abs,train,222.txt,dataset/IN-Abs/train-data/judgement/222.txt,utf-8,7e9c5e7143854be65c4444cc150b8a6792278e5e600fd97ce58fe258e98644ed,1,40064,7087,409,9213
2220,IN-Abs,train,2220.txt,dataset/IN-Abs/train-data/judgement/2220.txt,utf-8,3f8c0a0bffe8d32066a60fa494ad6b2e2eb8ceae3a28210b42a9de7dc540f90a,1,6311,1123,49,1460
2227,IN-Abs,train,2227.txt,dataset/IN-Abs/train-data/judgement/2227.txt,utf-8,710c659a2d0690350e9fe9ede8f4ad7019fd579b58ceade81d70136417492304,1,9486,1676,94,2179
2232,IN-Abs,train,2232.txt,dataset/IN-Abs/train-data/judgement/2232.txt,utf-8,78ef8916de1bbc66987a6678a5aab4ccb9a7eb704a5a2e89bfe856e70d5d2f1b,1,40073,7058,275,9175
2233,IN-Abs,train,2233.txt,dataset/IN-Abs/train-data/judgement/2233.txt,utf-8,fdbcabe3b93cd3eb112fb01eb827430268ea3e4037193c295a05663f251e9559,1,16580,2920,91,3796
2235,IN-Abs,train,2235.txt,dataset/IN-Abs/train-data/judgement/2235.txt,utf-8,a910da8a88ca38417608b397bdb6838519dfc0ea0d89e3174a85e2f9fb6df237,1,15203,2629,93,3418
2253,IN-Abs,train,2253.txt,dataset/IN-Abs/train-data/judgement/2253.txt,utf-8,75b216cdd54c835113bfc52f1194f583b4078b7f91445e7df08ebb3f07ccf91b,1,14511,2549,150,3314
226,IN-Abs,train,226.txt,dataset/IN-Abs/train-data/judgement/226.txt,utf-8,c2b125310143b8b02a5844f04ab336ef42e9779efa53a74975080672bd49970b,1,6941,1193,62,1551
2267,IN-Abs,train,2267.txt,dataset/IN-Abs/train-data/judgement/2267.txt,utf-8,775090b78e585f308023cc2ae8ddda7c1ed509ad831dd3a1c9f12e212c997e74,1,7977,1435,68,1866
2268,IN-Abs,train,2268.txt,dataset/IN-Abs/train-data/judgement/2268.txt,utf-8,01d3f78fc4fc9c55a2bf9012bd75f693fb0ce68c6d7472e42d7eb53d5c72e9b6,1,18791,3351,163,4356
2272,IN-Abs,train,2272.txt,dataset/IN-Abs/train-data/judgement/2272.txt,utf-8,953e3a33d28dfc364de6bac707e1d993837f985c9ee14872bfbfa46e8a9a2b4c,1,24692,4409,202,5732
2275,IN-Abs,train,2275.txt,dataset/IN-Abs/train-data/judgement/2275.txt,utf-8,bd73530d4eaf87870879cef0e7911adbae373fa93545451b90ed8cc0e239bb13,1,9731,1716,53,2231
2291,IN-Abs,train,2291.txt,dataset/IN-Abs/train-data/judgement/2291.txt,utf-8,0791bf30a85bf0425a2075526e328fb5f6d9efd29107fc779766124cf9dcb0b9,1,24056,4275,206,5558
2293,IN-Abs,train,2293.txt,dataset/IN-Abs/train-data/judgement/2293.txt,utf-8,3bc2c5ebdcb606531180898b0711638f058800612e29a47e822c301e76c43cea,1,29487,4955,200,6442
2294,IN-Abs,train,2294.txt,dataset/IN-Abs/train-data/judgement/2294.txt,utf-8,21448cc58a602200bd3466f121f391350fc0ff8f50c0ce725b832620f832abc3,1,10971,1916,74,2491
2310,IN-Abs,train,2310.txt,dataset/IN-Abs/train-data/judgement/2310.txt,utf-8,ecf263c9ec7d10664768ec796dde7f7fc82e242e134db8be168a7829f571983c,1,10839,1942,112,2525
2314,IN-Abs,train,2314.txt,dataset/IN-Abs/train-data/judgement/2314.txt,utf-8,407359cd70a7f6ba5345e69f70315004c8c82ed263630b49ad0d906d2e4d23ae,1,45976,7907,339,10279
233,IN-Abs,train,233.txt,dataset/IN-Abs/train-data/judgement/233.txt,utf-8,4ec9e91f521350e3ad46d0711178b06e38a6467022bc850f743867e375cee80e,1,10686,1858,76,2415
2335,IN-Abs,train,2335.txt,dataset/IN-Abs/train-data/judgement/2335.txt,utf-8,1a0d4354fe8caf94de72fc348cb904e18245cf1d55346919f09b35cb637ed6ba,1,22105,4002,189,5203
2337,IN-Abs,train,2337.txt,dataset/IN-Abs/train-data/judgement/2337.txt,utf-8,6505e33bda0a5826927367f1235edd5751c072b5f8f714644a77e5a74389c6a8,1,23933,4120,166,5356
2338,IN-Abs,train,2338.txt,dataset/IN-Abs/train-data/judgement/2338.txt,utf-8,bcbce75b25454f9f679dec46ac81d14b52b367e23ebcd7a39d8ce9354ec6c70b,1,21439,3743,171,4866
234,IN-Abs,train,234.txt,dataset/IN-Abs/train-data/judgement/234.txt,utf-8,a43fd81db6c355faf62845e2dbcb3eee56eb77199f73e28f74c589d8ccca03d5,1,13202,2350,115,3055
2346,IN-Abs,train,2346.txt,dataset/IN-Abs/train-data/judgement/2346.txt,utf-8,8dd3e8393e5e26ecba17c85a6033ca205005dd3ac1e174e025227950bb2cdb3b,1,19421,3376,163,4389
2347,IN-Abs,train,2347.txt,dataset/IN-Abs/train-data/judgement/2347.txt,utf-8,95bab38cc522fdfc509bef2103c0884260e364db430a6a9efa311f36f28e062e,1,10087,1748,66,2272
2357,IN-Abs,train,2357.txt,dataset/IN-Abs/train-data/judgement/2357.txt,utf-8,b92bdffab934750e0a24a22c61460d90d180b6e1662e4f7b2a35c3bc325a1006,1,26462,4583,232,5958
2358,IN-Abs,train,2358.txt,dataset/IN-Abs/train-data/judgement/2358.txt,utf-8,276e8f00d0ddcab79e8a9b6cc6b78c2cfdf5ab1c00663cef22c8735f6739dd31,1,22699,3985,165,5180
237,IN-Abs,train,237.txt,dataset/IN-Abs/train-data/judgement/237.txt,utf-8,4533169839289a319f06d425b1a801e2db8751c82b93387254089e2f0bd245da,1,18050,3270,135,4251
2419,IN-Abs,train,2419.txt,dataset/IN-Abs/train-data/judgement/2419.txt,utf-8,637c70d9a9e554835596ad4899b9e20ab6528be783ae67b0b0e6e0bc25a7afcb,1,21111,3756,206,4883
2421,IN-Abs,train,2421.txt,dataset/IN-Abs/train-data/judgement/2421.txt,utf-8,c49998bdf69b4be8a3e321e0dc1f1e694f9b96fba16b300c0cd405dcc939b07f,1,20896,3673,164,4775
