pair_id,case_id,dataset,split,author,judgment_member,summary_member,judgment_hash,summary_hash,judgment_characters,judgment_words,judgment_sentences,judgment_approx_tokens,summary_characters,summary_words,summary_sentences,summary_approx_tokens,compression_ratio_words,combined_approx_tokens
IN-Abs:train:876:nan,876,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/876.txt,dataset/IN-Abs/train-data/summary/876.txt,3fdd06d8ef4fc0505bb74d0cccf2da55ddd2153e0df45edfd7837aa0c7712104,1127778d44565ec914eb734cf01c3848278e33ba5b615307076eb9d332a31b2e,19069,3222,123,4189,2020,341,11,443,0.1058348851644941,4632
IN-Abs:train:88:nan,88,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/88.txt,dataset/IN-Abs/train-data/summary/88.txt,25495064c9dc80172b519f3f205cb5c41166f3b1f1941a6aeba554b300d0d14c,b9cfe239f60496593615b562fa26786107c542a49d5f6606087e4d3d9480bbdb,39964,7058,212,9175,1266,231,4,300,0.03272881836214225,9475
IN-Abs:train:883:nan,883,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/883.txt,dataset/IN-Abs/train-data/summary/883.txt,b291eeef2ab377220e0fe8988d1ac86fc9f86e2ca187287d5346482a04b54870,2a779157ac081b22bd164592a5f9431525c20f100f859f2da9183910b1cd7815,9740,1725,94,2242,1351,242,9,315,0.14028985507246378,2557
IN-Abs:train:894:nan,894,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/894.txt,dataset/IN-Abs/train-data/summary/894.txt,1430776431804b5d12235cb68cd667e157fda74a5282fa65acd2c64a25520975,10900f852382272a6e49b03cb19ed0b7ae3c28a463780a9dfe6118ac4a67e8dd,20680,3693,146,4801,1774,302,12,393,0.08177633360411589,5194
IN-Abs:train:901:nan,901,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/901.txt,dataset/IN-Abs/train-data/summary/901.txt,6cc16bb5085bf3d53648b33e85c11a1e0d496cd5f87de114c0b963996ee24335,2adc7cbb817434e48383426fabf9e0e0ae2c1518390ca6a6890c7237a6303f7d,38383,6755,263,8782,2916,483,18,628,0.07150259067357513,9410
IN-Abs:train:903:nan,903,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/903.txt,dataset/IN-Abs/train-data/summary/903.txt,91d8365211d98e361161e27041ee8d05f48ed324420dad378621dfdf10c12f9c,f1a4e307177c8a6d6005b61e917cdc35e47c2fce3f85365df3122987757c72c8,11617,2038,112,2649,2235,381,23,495,0.18694798822374878,3144
IN-Abs:train:912:nan,912,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/912.txt,dataset/IN-Abs/train-data/summary/912.txt,62ad89c91fc2ed47b6830be410951c7d9732c4dc53b97fbf4b8c690e8d4e1ef1,22fb1921b681f6b50ba3c35935ec9591bc8289449c67df1d9374f5e8a710b60e,27356,4883,195,6348,2855,484,21,629,0.0991193938152775,6977
IN-Abs:train:922:nan,922,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/922.txt,dataset/IN-Abs/train-data/summary/922.txt,fa228ae2d538121402cbd033f5f022cb94316e78f92640d72859222ddde94902,e764e2ba3a790c9c692b1765c2c3eaefdb3159fb2750cd487ef161d328b4d7b8,31222,5606,188,7288,1575,278,5,361,0.04958972529432751,7649
IN-Abs:train:943:nan,943,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/943.txt,dataset/IN-Abs/train-data/summary/943.txt,ac386f6b3f964bdaa5b0dd0e8cfc8bb05e20f5144fdcd9a5f40bfa240416b86f,7632f0aff7835151df2133bffbcd163e5681df8095f276819d100fcf5349b788,30173,5281,153,6865,2784,488,13,634,0.09240674114750994,7499
IN-Abs:train:955:nan,955,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/955.txt,dataset/IN-Abs/train-data/summary/955.txt,40c9a1a0516b20c8a105df2858f993155fa85933dedc24085eafab0f56ff8a6f,7957ab07e29445d7d83c2a28d32d679011eef2c71bcfade5c9a2868334f85e7f,56889,9799,327,12739,4756,813,29,1057,0.0829676497601796,13796
IN-Abs:train:956:nan,956,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/956.txt,dataset/IN-Abs/train-data/summary/956.txt,40ec6e123c6352c41ac73f9e73b0fcc550f965f8853b7d9ce3b1bc30260e1611,d488c31ae3554db39727c5bc341e9920479c10feed5f04ce30e4f89e7e8da467,28304,4986,303,6482,1587,266,10,346,0.05334937825912555,6828
IN-Abs:train:959:nan,959,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/959.txt,dataset/IN-Abs/train-data/summary/959.txt,a4b3030c00e0e7d5e23b60cd13228e705395985f9c1a32e0010b78754019ba9c,378c79babde49847df07e48dc2878e1853260639dc42674767c41337de17bb84,39912,6816,227,8861,2831,468,18,608,0.06866197183098592,9469
IN-Abs:train:96:nan,96,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/96.txt,dataset/IN-Abs/train-data/summary/96.txt,b6bca65cd22aa95cc2cf2e8d47462f072f471d7858d491a761828542019b6f78,064765234426621a1909e0b7599c8ac980a58ea598a62a64cb6a0e9d866850ef,25670,4427,169,5755,2511,432,14,562,0.09758301332730969,6317
IN-Abs:train:960:nan,960,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/960.txt,dataset/IN-Abs/train-data/summary/960.txt,d73a2de1a646f914f592aa3b1381a0b35cb06f64cc212afdcd2b5b97780c88b8,918edb623185a7ffa8ee2e18d5f58652388c86e030a39dd9dc8791cb9802ec85,25796,4561,160,5929,2690,480,15,624,0.1052400789300592,6553
IN-Abs:train:965:nan,965,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/965.txt,dataset/IN-Abs/train-data/summary/965.txt,d703626da921a76dba49687dff6b1f40a2d75eb8274cce6403628ebcf9ac2717,1767b9b14d4a8b7a65f2d6350d136ffabb4e209cc7534c6ff92669ed2d357e96,15805,2818,134,3663,2700,458,17,595,0.16252661462029808,4258
IN-Abs:train:982:nan,982,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/982.txt,dataset/IN-Abs/train-data/summary/982.txt,e67633dba6d343fe711278d4ebb90639d3f727067d2e16b308e4a3ddb954b107,ee2f56bb7b09fbd97cce1edd430e9311e9ff881157ffc407d85802debec923fd,23342,4039,174,5251,2044,350,12,455,0.08665511265164645,5706
IN-Abs:train:984:nan,984,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/984.txt,dataset/IN-Abs/train-data/summary/984.txt,a8267ffcc31d0d29180167d0bc5267f4599833276d7f25633b1f24f72a7db066,d768b7367265787df930479b3a5aee59845502fdf39f2a067c30560ce31e8131,24300,4293,135,5581,4402,767,22,997,0.17866293966922897,6578
IN-Abs:train:988:nan,988,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/988.txt,dataset/IN-Abs/train-data/summary/988.txt,9064adafdba53dd4fdd95ae22efc3f4110672d9479f256061e4a266d00363755,49919cea2842be45509e97f20bf09b4d7f599ada3f39feeb0aa7319b6887810a,68278,11834,382,15384,7363,1276,41,1659,0.10782491127260437,17043
IN-Abs:train:989:nan,989,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/989.txt,dataset/IN-Abs/train-data/summary/989.txt,2bcdb984c8d3bf6d14fa81939a0b94f75f4ac509b7ee41f24cbe001886296413,1a09ce3dbdc75fade379ffbea2ac61a020a5212fd425b22ee8709a8a917d6790,39144,6946,210,9030,2445,433,23,563,0.06233803627987331,9593
IN-Abs:train:1010:nan,1010,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/1010.txt,dataset/IN-Abs/train-data/summary/1010.txt,1f364f17576e2a5e8b8e5049731fb2661ecd3f5bc3e709194a6f2f5882d15c08,213e9e5968b0b4f0bd2b5d60aa31dbe248f44afd4b9bf5ef58fa4ea0a80ce2ac,22389,3922,167,5099,2771,483,11,628,0.12315145334013258,5727
IN-Abs:train:1012:nan,1012,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/1012.txt,dataset/IN-Abs/train-data/summary/1012.txt,8d9d5ab026fafdaffeffe96e263d4b40d5178246ae64929fe15d14099519ec53,2a6a13575132fd3f0e2b626301e4f3a0db402dc437fd3992a566ebc29b80a589,14539,2564,160,3333,1300,230,14,299,0.08970358814352575,3632
IN-Abs:train:1014:nan,1014,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/1014.txt,dataset/IN-Abs/train-data/summary/1014.txt,79217a77f9f2f35ab9ee11baaedc9a23f751f1970da63cb609a31a7df9ee8c67,a25ed89fe3eee714fa5fd218ef3821bc9e0198145fb1cb9a224e92d67b78f1ad,24557,4436,173,5767,2009,366,13,476,0.08250676284941388,6243
IN-Abs:train:1017:nan,1017,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/1017.txt,dataset/IN-Abs/train-data/summary/1017.txt,0f691e7396fef85d1c432213bd2105f0da10e6357c6a08ae2a5485dda68a26ff,605f4a92a2645b7748cce2f9cf979dcbcdb7fd854a74c5afd78f60e1efeca326,18783,3399,163,4419,1433,240,20,312,0.0706090026478376,4731
IN-Abs:train:1020:nan,1020,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/1020.txt,dataset/IN-Abs/train-data/summary/1020.txt,52dbbd463604ebabf3f8540fbfdea5fbb7125da09f5b859123076da309f3c2ee,28dbafc6bf6f10cc174d8a61f568f643f3fd916653a0d3b3f5cc05f604f75acd,13438,2388,95,3104,1910,321,14,417,0.13442211055276382,3521
IN-Abs:train:1027:nan,1027,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/1027.txt,dataset/IN-Abs/train-data/summary/1027.txt,b76e60ae0c1d88d119a8ad916954aabfbb8dfa9167b7614f60c22953cf26f8c3,4c219b6bd633722ccf21efac9cb7c81ccdddac260b8b14828274c3151656eeb4,13038,2273,102,2955,1916,319,18,415,0.14034315882094148,3370
IN-Abs:train:1038:nan,1038,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/1038.txt,dataset/IN-Abs/train-data/summary/1038.txt,f333fbd540f14be71c6eff230604215472f5f59c2589a5e6cc62b901884e811b,fc24f18efcc84c9de701cfe2806461492aa0533f3851cf2a1a05f3de8ed04c95,8608,1501,90,1951,1784,308,9,400,0.20519653564290474,2351
IN-Abs:train:1046:nan,1046,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/1046.txt,dataset/IN-Abs/train-data/summary/1046.txt,84372598f38d10a90d47784590b9267f4d70cbbc955848c6e9cbe246423c00df,19ed18a02575a08a95ec146464469e58a352d07205a44f6dcea179c404252f3c,11598,2009,86,2612,2682,453,19,589,0.22548531607765057,3201
IN-Abs:train:1048:nan,1048,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/1048.txt,dataset/IN-Abs/train-data/summary/1048.txt,7b928cb25b4c454dadf8ba780105273441d78c3ccaed0d945bc99f73ad078f7f,a66b82a6bf6a3f0b5196636c3b7204d5267e939090ddb2ead6bfd36984852c59,19282,3431,130,4460,2867,502,25,653,0.14631302827164092,5113
IN-Abs:train:1050:nan,1050,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/1050.txt,dataset/IN-Abs/train-data/summary/1050.txt,c0dc6d9ab1ee20a0924f9d8bffd8781ee5ce5c160bb9bfe6c602f6cd4cec102b,05a19ab8413f4bbeb8fb1f0edb60f45410a0baf20276df2a2b45cb633b8ad9f6,12316,2163,104,2812,2484,431,20,560,0.19926028663892742,3372
IN-Abs:train:1056:nan,1056,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/1056.txt,dataset/IN-Abs/train-data/summary/1056.txt,ba43846c9f7a768f18f32e09d80042c9e419daaa081d8f4236e5a750134bebf1,3dd5679ca2c809be36750fe0c5a50c3ff66cbe58ccdd91976fa332651d71a840,12009,2129,68,2768,2836,499,21,649,0.2343823391263504,3417
IN-Abs:train:1059:nan,1059,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/1059.txt,dataset/IN-Abs/train-data/summary/1059.txt,732d62bbe92b1598a36a369011852c465ebc07af29ece47cb3641a662a3902ad,bf68357eee47ec7ece81d6b6f9ce04210829b2b95cf03f2d0da4fb93dab879d5,91024,15681,550,20385,7399,1245,62,1618,0.07939544671895925,22003
IN-Abs:train:1068:nan,1068,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/1068.txt,dataset/IN-Abs/train-data/summary/1068.txt,0722d8e98512d95203beb9519997a49343e6fe3378dda0008314cd23e8eb31b7,f5e1e4e0d38a95995155f54f0172c06d70fc441ef13a6c61ac90df3a29827671,12681,2175,83,2828,989,164,5,213,0.07540229885057471,3041
IN-Abs:train:1069:nan,1069,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/1069.txt,dataset/IN-Abs/train-data/summary/1069.txt,8c46709d96241cf99eae5f1031d3cd3c41218db2d7f2219a9be6bd0f445d0738,ef040842e8154d9e5b56f000c30c4c7c3bf9494205d9619e2ff33e119cd50471,12372,2200,96,2860,1773,319,14,415,0.145,3275
IN-Abs:train:1070:nan,1070,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/1070.txt,dataset/IN-Abs/train-data/summary/1070.txt,ceac481060d685574e5c979ed69553b65475b78863c426f14a2262e6f0ba861b,4fe47bf0fd71d25d7f96675567da777fc32375eee0e928cf5a3ab8c5571b6dbe,15643,2744,131,3567,1577,285,5,370,0.10386297376093294,3937
IN-Abs:train:1076:nan,1076,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/1076.txt,dataset/IN-Abs/train-data/summary/1076.txt,b4a798ffad2437b4c6ea2bc02fd8696ddc8bcc63497e8d0d36cec7c3dfebe07b,df8dec975e99823a51a74dee77a943cb8af1568b340b75a5dd41739d6bfb1151,31255,5433,280,7063,5736,998,32,1297,0.18369225105834713,8360
IN-Abs:train:108:nan,108,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/108.txt,dataset/IN-Abs/train-data/summary/108.txt,b2d63c2bcb749960b579e314cf2b340aca3d7e9e20ac751867d384d41a81ec23,087f9cda023e40bce674e65609b5dbca7bf24b9001816e1dd95f268e9ead137c,184536,32401,966,42121,9024,1613,60,2097,0.049782414123020896,44218
IN-Abs:train:1086:nan,1086,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/1086.txt,dataset/IN-Abs/train-data/summary/1086.txt,02cfa1fb73632d2754b10cb2191fbab62b9b25ff64bf91ba7d6a01410afef150,41058ec2512d00765d95a623107b8a35bcac1809cfc1329f0b145fbf876e95b7,12899,2357,139,3064,3717,650,24,845,0.27577428935086973,3909
IN-Abs:train:1093:nan,1093,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/1093.txt,dataset/IN-Abs/train-data/summary/1093.txt,7db5107dd7721fea139ec062e24c6b0ecde119a157cbcd8c37d7aeced82b7029,6124184b371aef82e24cc0b089e2918bd4c1356cf64dfc68c4adc71f584b2c16,3086,521,43,677,986,164,12,213,0.31477927063339733,890
IN-Abs:train:11:nan,11,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/11.txt,dataset/IN-Abs/train-data/summary/11.txt,63a64a8d06c69b36c79ae52646b9c07cb9c25f0a867e65912fc4cfc8f25db0ef,4bdeb7a5021e4656b340d4d8e70f72dede782ec8282435b801d3d48dd6ff4613,138942,23874,751,31036,15145,2565,64,3334,0.10743905503895451,34370
IN-Abs:train:1104:nan,1104,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/1104.txt,dataset/IN-Abs/train-data/summary/1104.txt,df9922213cb58a639ec3efc5983cfe7dff0212f445b682a46ae159e00a3cd04c,fd412e5e94222aa51377d2996b1a6757a62a9a83053eea56e10bac4ab01ea2d9,23322,4020,133,5226,2404,426,9,554,0.10597014925373134,5780
IN-Abs:train:1118:nan,1118,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/1118.txt,dataset/IN-Abs/train-data/summary/1118.txt,de6748c947de58586679853cbbb0ed7f22d70caaafe74b5d9dfa05db0b9f0c52,ee2fae869c9e3388414b827dc716827a718bc0ed3d112723797ebe30298ec7d0,52586,9084,354,11809,3600,619,31,805,0.06814178775869661,12614
IN-Abs:train:1134:nan,1134,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/1134.txt,dataset/IN-Abs/train-data/summary/1134.txt,eefad34214e4838726cd5156475b4999b467ec6b136434b294741c8c9fb76d51,ebd0c2dd7fefcaa7165622972248dc1254f220f2d97cbd5a20d8b75a7ba2c8a6,19608,3445,166,4478,2759,480,17,624,0.13933236574746008,5102
IN-Abs:train:1137:nan,1137,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/1137.txt,dataset/IN-Abs/train-data/summary/1137.txt,c0a9ab8c29220e53dbead7f1d6a2ad9132615b9a616985c719cc1f491b54b29b,3b71875c4350a04645359f196a067375f725aabcaa4d36aca2c084c6c0600699,21170,3745,160,4868,2495,431,24,560,0.11508678237650201,5428
IN-Abs:train:1146:nan,1146,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/1146.txt,dataset/IN-Abs/train-data/summary/1146.txt,01397b8c83e797b853bedbb722f44d7f5790752a2176ab9e7baf983baf38fad7,6c994bd692eeeec8430145f5f35521920157a6adb816f90615456a1fffd7ac10,38472,6827,220,8875,5647,976,29,1269,0.14296176944485134,10144
IN-Abs:train:1147:nan,1147,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/1147.txt,dataset/IN-Abs/train-data/summary/1147.txt,935e108e6a3cf3815569a694c7270608d1c8a6ef42a1c5469e5e329f466a6c9f,612ec9b6fa60aa7ae913d7d4749c61492aa6bf11fbcb7ffdbe23b75f54cfc5fc,13609,2433,104,3163,2027,341,17,443,0.14015618577887382,3606
IN-Abs:train:1155:nan,1155,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/1155.txt,dataset/IN-Abs/train-data/summary/1155.txt,797e5a2fc15befc9b3c74c32e0b3471025870f0610c2ba21f46d5cf4c3a37f21,47ce0a940a3bf4b626627d9e926086c411a81ef1392eccdd9af39f44b1cc7ec2,12513,2289,104,2976,1770,319,15,415,0.13936216688510267,3391
IN-Abs:train:1156:nan,1156,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/1156.txt,dataset/IN-Abs/train-data/summary/1156.txt,a2783de75d39e3aaad951c2fce0615da87d6b89441a01cd14d2fd56d78f5ffe4,7c1f79a4c5e5e8df58f0a837222ea2d29876a4568daeb148cac710b004035b93,18388,3311,131,4304,1311,234,5,304,0.07067351253397765,4608
IN-Abs:train:1159:nan,1159,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/1159.txt,dataset/IN-Abs/train-data/summary/1159.txt,d2b9aee30c0326c3fbbb686dff685cdee3bbc20690a3a6889281c321c6ec9d5a,ff40e140d581ddb548c2fc5a96ecb05aa07e860117dcdb5c2cbaa26b3d772910,15899,2745,129,3568,2344,415,25,540,0.151183970856102,4108
IN-Abs:train:1164:nan,1164,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/1164.txt,dataset/IN-Abs/train-data/summary/1164.txt,bd11380c8e2cba201f64bc4c87bbfaa940cc45b80385f57e5e8cf6401d318e8b,f3c52a69e2451fd76323f15379e89c6c98d44e57b97d826df12e80aec383328c,12158,2109,108,2742,1816,314,13,408,0.14888572783309625,3150
IN-Abs:train:1170:nan,1170,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/1170.txt,dataset/IN-Abs/train-data/summary/1170.txt,44b1824b28da931b28b731f0953782001be8995320ce5e752cfa9a6279e0c8cb,927c3f7bf3a9fe61cf6d3dec4f2143dcb99d6f78b171c9f9d438e7c80d94de54,35403,6133,234,7973,3805,650,31,845,0.1059840208706995,8818
IN-Abs:train:1185:nan,1185,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/1185.txt,dataset/IN-Abs/train-data/summary/1185.txt,9d3160fff89e468d7a9454134869841b3fc5d318af894d527bf772a86243d7db,a9833e3a4e5737b2c1a954a98adec99bd4388c4a398cbae61d59a302b7771d26,14001,2434,84,3164,3270,568,22,738,0.23336072308956451,3902
IN-Abs:train:1190:nan,1190,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/1190.txt,dataset/IN-Abs/train-data/summary/1190.txt,af5135d61b7c7b51c31b54c7cb75a38e3ca14183f97e3a620acbee089add7827,b67453101b96d0f2be551920366417fd6e39c08a7a434acd44e8da604df7a78e,8741,1552,64,2018,830,145,6,188,0.09342783505154639,2206
IN-Abs:train:1191:nan,1191,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/1191.txt,dataset/IN-Abs/train-data/summary/1191.txt,6418a7cfc330040fa8629aafc0818cf9a655b0f3d823edee3fc21d8eee8e953e,f6534312d7d56d2d8709ce77c1f50e393e2e2a11d0731d9b3ffae66d9d06b2df,11326,1927,75,2505,1412,229,9,298,0.11883757135443695,2803
IN-Abs:train:1200:nan,1200,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/1200.txt,dataset/IN-Abs/train-data/summary/1200.txt,2653c6c3975fe06f303fcd75b57d90dac605f10948a3d03bdb31a3a473dcb85c,2e8d58fe8bd9ca8b63c9b7ca16c37ec76bac76bfdb730c8da071a4f3070d77e9,19808,3526,159,4584,2717,481,14,625,0.13641520136131594,5209
IN-Abs:train:121:nan,121,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/121.txt,dataset/IN-Abs/train-data/summary/121.txt,e267261dd7ff247bbc395ead8c3bd3fe97ae94b4017179df8b732da25940576f,f5b5aa8ab25e5693bd90a7e8e8baf55386dffc9876edfb103bddb4ae38362f32,25070,4467,153,5807,1295,234,3,304,0.052384150436534584,6111
IN-Abs:train:1212:nan,1212,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/1212.txt,dataset/IN-Abs/train-data/summary/1212.txt,0cfd84b033184b64d5dcc7dadb3cee3176df59d9fcccad859ac1b6bed8066e82,b4dad92dc9d208e94d6cda828eebb9d36d396d763cb38396191d41ebf6d4ea6a,7019,1251,60,1626,1551,269,10,350,0.21502797761790568,1976
IN-Abs:train:1218:nan,1218,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/1218.txt,dataset/IN-Abs/train-data/summary/1218.txt,3651fb20bc9bedd34ed9daacb2883d3b63a8bfa7f682e0f0a08c8dc0785846f7,61d618c93f4aa3d3d4d7ca0f3d5703e07d153e8aeef5098fdc77e34e671096b8,11056,1941,81,2523,2560,452,11,588,0.2328696548171046,3111
IN-Abs:train:1220:nan,1220,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/1220.txt,dataset/IN-Abs/train-data/summary/1220.txt,1339964e0b9a8f521b09bab9af73a7faf8d3aa003822881c3206e2fc65681e80,8e9d99c4efecb2a13d39acb91f2cd8b34de84695cab569e3dc577728b80c5ea5,66947,12129,447,15768,6322,1121,48,1457,0.09242311814659082,17225
IN-Abs:train:1221:nan,1221,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/1221.txt,dataset/IN-Abs/train-data/summary/1221.txt,393f87945d49ff6a5c3a264fc837e900ad40cd65fe5b5cbc3b86f8f341c0d2dc,cb2534917ad22a19677a51cee4e90d5bc3681b1cb00f3b5975031b2de41961f2,8246,1419,84,1845,1085,185,5,240,0.1303735024665257,2085
IN-Abs:train:1222:nan,1222,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/1222.txt,dataset/IN-Abs/train-data/summary/1222.txt,48c9a4921b8abc6b9bfcd0d2638f834c39358f8782a04cec760b9cd1a0405123,e73a8bed9afb4e7345945a5e3617c9dc5494de30f37923859e4af29afc9d8f32,5110,919,47,1195,852,155,6,202,0.16866158868335146,1397
IN-Abs:train:1239:nan,1239,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/1239.txt,dataset/IN-Abs/train-data/summary/1239.txt,b409a1bda014579bd8763a5d3cc6708edc45ba67312f6a7bf1d3e52f38723bc7,d834f2432429cea35cc1d4cc055198dbf83e847271d30df7a12b06c5c041fc4d,16078,2855,147,3712,1934,336,14,437,0.11768826619964974,4149
IN-Abs:train:1240:nan,1240,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/1240.txt,dataset/IN-Abs/train-data/summary/1240.txt,4a382622a6bdf5c6b22dfd89cd76105bcec0a443794ce508ae28f1b43cd286dd,e7e829fa4dfec99f705c9b2a2c5ce3f87f3e9fbfaa47907a671e96978d3e3c70,28422,5098,246,6627,4358,797,33,1036,0.15633581796783053,7663
IN-Abs:train:1245:nan,1245,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/1245.txt,dataset/IN-Abs/train-data/summary/1245.txt,e7730868ce34a7f5dfd3a760625456177875f5bd7cfa47eb5a9e932b7ff4bb7a,28e2f23b75c023fb7c416ce618bc9f1ea418b297d4b30353cf6953116229009b,24760,4382,165,5697,3639,667,34,867,0.15221360109539023,6564
IN-Abs:train:1247:nan,1247,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/1247.txt,dataset/IN-Abs/train-data/summary/1247.txt,40e71d3a0f933b8fd9f76d4c3d26efcd4bc66a236e28064681b163b81e920294,fb1031b93243dcd90021dc5e995fdf75c823ea18041a09745af854fe1c35a87e,22207,3823,148,4970,2762,478,18,621,0.1250326968349464,5591
IN-Abs:train:1254:nan,1254,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/1254.txt,dataset/IN-Abs/train-data/summary/1254.txt,457bd5e0a3d821eb14ee6f8f22620550c44893b465b9e68ff3e8d345ad8f8b5c,28ee00b1daaa9a1dc8b28743fd4c3ac0caaf57ee2cff803aab2ae977bf945b08,49810,8567,232,11137,5456,925,19,1202,0.10797245243375744,12339
IN-Abs:train:1269:nan,1269,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/1269.txt,dataset/IN-Abs/train-data/summary/1269.txt,eaa971e8a6131d1f18d116eef4d95260583c56b4ed27b5007f15ff9e2510ec57,7bbb52a97c2b52873822579be55494ad0969d02bff097ef99d59491fca9c1ea1,20377,3553,141,4619,3524,576,20,749,0.16211652124964818,5368
IN-Abs:train:1272:nan,1272,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/1272.txt,dataset/IN-Abs/train-data/summary/1272.txt,dfad65c438ff761822b08eb2ffd161a50b4185df4b7a0be3de25267def62b8ed,03277ef10bc439997148a2044e1f2b9d4781d3d5ebfa14097bbef00183dcb7f4,9264,1645,66,2138,1315,231,7,300,0.14042553191489363,2438
IN-Abs:train:128:nan,128,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/128.txt,dataset/IN-Abs/train-data/summary/128.txt,954c9f089ec01ea880704dc1cf24c5538dc5554a75173434daa7bd3a108e87d5,9307657a602bb816f13de02a780545bf8a63c0edb3b928ff26cedda521ee989f,17699,3128,159,4066,2089,358,7,465,0.11445012787723785,4531
IN-Abs:train:1294:nan,1294,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/1294.txt,dataset/IN-Abs/train-data/summary/1294.txt,fd2b59214f2dd85c2fe90a9eef802e636181f1b7bb9adb04e206e72d79f80a6b,08100003d21187b63363dadc49e24d625d21783f4bb72f05e56d478792db4c39,13191,2204,85,2865,2663,444,15,577,0.2014519056261343,3442
IN-Abs:train:1298:nan,1298,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/1298.txt,dataset/IN-Abs/train-data/summary/1298.txt,ea925e0263680efe0f9aa661660a3fd21810d44da9411d2a181253b23c32d206,9b29c9dc667f3d09c8dcee15942c2e2cabfe02cba77f0701dc01345f827bf99b,67776,11855,545,15412,3812,648,19,842,0.0546604808097849,16254
IN-Abs:train:1302:nan,1302,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/1302.txt,dataset/IN-Abs/train-data/summary/1302.txt,8c6ca0e613bc6ce875b3577f2008a54fff1b0068cda12ad8f60548e80f28c24a,823340e773ae259cca49b7282f95090e1bb321abfb7a3a06d30709c9604a6225,29167,5104,191,6635,4183,762,22,991,0.14929467084639497,7626
